"Data";"Descricao";"Categoria";"Conta";"Cartao";"Valor";"Status";"Compartilhado"
2023-04-04;"Energia";"Energia";"Bradesco";"";137.9;"";"50/50"
2023-04-05;"Celular";"Celular";"Bradesco";"";52.38;"";"100% Silvia"
2023-04-06;"Pizza";"Restaurantes";"Bradesco";"";43;"";"100% Silvia"
2023-04-10;"Pizza";"Restaurantes";"Bradesco";"";43;"";"100% Silvia"
2023-04-11;"IOF compra USD ";"Impostos";"C6";"";3.9;"";"100% Silvia"
2023-04-12;"Pizza";"Restaurantes";"Bradesco";"";52;"";"100% Silvia"
2023-04-14;"Salario";"Salario";"Bradesco";"";11850;"";"100% Silvia"
2023-04-17;"Net mae";"Net - mãe";"Bradesco";"";326.98;"";"100% Silvia"
2023-04-18;"Energia";"Energia";"Bradesco";"";105.37;"";"50/50"
2023-04-19;"Pizza";"Restaurantes";"Bradesco";"";53;"";"100% Silvia"
2023-04-20;"Condominio";"Condominio";"Bradesco";"";783.56;"";"50/50"
2023-04-21;"Guaruja ";"Restaurantes";"C6";"";27;"";"50/50"
2023-04-22;"Guaruja ";"Restaurantes";"C6";"";28.5;"";"50/50"
2023-04-23;"Guaruja ";"Restaurantes";"C6";"";28.5;"";"50/50"
2023-04-27;"IOF compra USD ";"Impostos";"C6";"";77.75;"";"100% Silvia"
2023-04-28;"Salario";"Salario";"Bradesco";"";5565;"";"100% Silvia"
2023-04-30;"Aluguel carro ";"Passeios";"C6";"";1522.15;"";"50/50"
2023-05-02;"Convenio mae";"Convenio - mãe";"Bradesco";"";1000;"";"100% Silvia"
2023-05-02;"Salario";"Salario";"Bradesco";"";23545;"";"100% Silvia"
2023-05-03;"Pizza";"Restaurantes";"Bradesco";"";43;"";"100% Silvia"
2023-05-04;"Condominio ";"Condominio";"C6";"";783.56;"";"50/50"
2023-05-04;"Enel ";"Energia";"C6";"";95.61;"";"50/50"
2023-05-04;"Gas ";"Gas";"C6";"";87.68;"";"50/50"
2023-05-05;"Celular";"Celular";"Bradesco";"";52.38;"";"100% Silvia"
2023-05-06;"Guerreiro ";"Mercado";"C6";"";6.79;"";"50/50"
2023-05-08;"Pizza";"Restaurantes";"Bradesco";"";63;"";"100% Silvia"
2023-05-12;"Salario";"Salario";"Bradesco";"";5925;"";"100% Silvia"
2023-05-15;"Net mae";"Net - mãe";"Bradesco";"";326.98;"";"100% Silvia"
2023-05-16;"IOF compra USD ";"Impostos";"C6";"";153.1;"";"100% Silvia"
2023-05-29;"Gas ";"Gas";"C6";"";89.6;"";"50/50"
2023-05-29;"Pizza";"Restaurantes";"Bradesco";"";63;"";"100% Silvia"
2023-05-30;"Salario";"Salario";"Bradesco";"";3696;"";"100% Silvia"
2023-05-31;"Convenio mae";"Convenio - mãe";"Bradesco";"";1000;"";"100% Silvia"
2023-06-03;"Pizza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-06-05;"Celular";"Celular";"Bradesco";"";52.38;"";"100% Silvia"
2023-06-05;"outros rend";"Rendimentos";"Bradesco";"";49;"";"100% Silvia"
2023-06-06;"Salario";"Salario";"Bradesco";"";4297;"";"100% Silvia"
2023-06-07;"casa da arvore ";"Restaurantes";"C6";"";74.12;"";"50/50"
2023-06-10;"Pizza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-06-12;"Pedagio ";"Pedagio";"C6";"";33.8;"";"50/50"
2023-06-13;"IOF compra USD ";"Impostos";"C6";"";3.03;"";"100% Silvia"
2023-06-13;"outros rend";"Rendimentos";"Bradesco";"";931;"";"100% Silvia"
2023-06-15;"Net mae";"Net - mãe";"Bradesco";"";326.98;"";"100% Silvia"
2023-06-15;"Pizza";"Restaurantes";"Bradesco";"";43;"";"100% Silvia"
2023-06-15;"Pedagio ";"Pedagio";"C6";"";15.8;"";"50/50"
2023-06-15;"Salario";"Salario";"Bradesco";"";9875;"";"100% Silvia"
2023-06-16;"Pedagio ";"Pedagio";"C6";"";24.7;"";"50/50"
2023-06-17;"Pizza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-06-19;"Enel ";"Energia";"C6";"";80.76;"";"50/50"
2023-06-20;"Condominio ";"Condominio";"C6";"";783.56;"";"50/50"
2023-06-25;"Estacionamento ";"Estacionamento";"C6";"";15;"";"50/50"
2023-06-26;"Gas ";"Gas";"C6";"";121.86;"";"50/50"
2023-06-28;"Pizza";"Restaurantes";"Bradesco";"";52;"";"100% Silvia"
2023-06-28;"Estacionamento ";"Estacionamento";"C6";"";30;"";"50/50"
2023-06-29;"Pizza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-06-29;"Estacionamento ";"Estacionamento";"C6";"";24;"";"50/50"
2023-06-30;"Salario";"Salario";"Bradesco";"";5926;"";"100% Silvia"
2023-07-01;"Pizza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-07-03;"Convenio mae";"Convenio - mãe";"Bradesco";"";1000;"";"100% Silvia"
2023-07-03;"taxas";"Impostos";"Bradesco";"";151.07;"";"100% Silvia"
2023-07-03;"taxas";"Impostos";"Bradesco";"";95.66;"";"100% Silvia"
2023-07-03;"rendimento TD";"Rendimentos";"Bradesco";"";536.73;"";"100% Silvia"
2023-07-05;"Celular";"Celular";"Bradesco";"";52.38;"";"100% Silvia"
2023-07-07;"Pedagio ";"Pedagio";"C6";"";35.3;"";"50/50"
2023-07-08;"Pizza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-07-08;"Pedagio ";"Pedagio";"C6";"";16.5;"";"50/50"
2023-07-12;"Salario";"Salario";"Bradesco";"";12088;"";"100% Silvia"
2023-07-14;"Pizza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-07-17;"Net mae";"Net - mãe";"Bradesco";"";326.98;"";"100% Silvia"
2023-07-17;"Enel ";"Energia";"C6";"";88.03;"";"50/50"
2023-07-19;"Pizza ";"Restaurantes";"C6";"";52;"";"100% Silvia"
2023-07-20;"Condominio ";"Condominio";"C6";"";783.56;"";"50/50"
2023-07-24;"Gas ";"Gas";"C6";"";145.03;"";"50/50"
2023-07-27;"Pizza ";"Restaurantes";"C6";"";43;"";"100% Silvia"
2023-07-28;"Estacionamento ";"Estacionamento";"C6";"";15;"";"50/50"
2023-07-28;"Salario";"Salario";"Bradesco";"";5687;"";"100% Silvia"
2023-07-29;"Pizza ";"Restaurantes";"C6";"";43;"";"100% Silvia"
2023-07-29;"Pedagio ";"Pedagio";"C6";"";8.43;"";"50/50"
2023-07-31;"Convenio mae";"Convenio - mãe";"Bradesco";"";1000;"";"100% Silvia"
2023-08-01;"Salario";"Salario";"Bradesco";"";8044;"";"100% Silvia"
2023-08-02;"Credito nf paulista";"Rendimentos";"Bradesco";"";48.93;"";"100% Silvia"
2023-08-05;"Pizza ";"Restaurantes";"C6";"";43;"";"100% Silvia"
2023-08-07;"Celular";"Celular";"Bradesco";"";52.38;"";"100% Silvia"
2023-08-07;"Pedagio ";"Pedagio";"C6";"";42.34;"";"50/50"
2023-08-10;"Pedagio ";"Pedagio";"C6";"";27.44;"";"50/50"
2023-08-11;"Pizza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-08-11;"Pedagio ";"Pedagio";"C6";"";42.1;"";"50/50"
2023-08-11;"Salario";"Salario";"Bradesco";"";8059;"";"100% Silvia"
2023-08-12;"Pizza ";"Restaurantes";"C6";"";43;"";"100% Silvia"
2023-08-15;"Net mae";"Net - mãe";"Bradesco";"";326.98;"";"100% Silvia"
2023-08-15;"Estacionamento ";"Estacionamento";"C6";"";16;"";"50/50"
2023-08-18;"Enel ";"Energia";"C6";"";94.44;"";"50/50"
2023-08-19;"Pizza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-08-21;"Condominio ";"Condominio";"C6";"";783.56;"";"50/50"
2023-08-24;"Gas ";"Gas";"C6";"";167.78;"";"50/50"
2023-08-24;"Pedagio ";"Pedagio";"C6";"";24.7;"";"50/50"
2023-08-26;"Pzza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-08-26;"Estacionamento ";"Estacionamento";"C6";"";16;"";"50/50"
2023-08-30;"Salario";"Salario";"Bradesco";"";4655;"";"100% Silvia"
2023-08-31;"Convenio mae";"Convenio - mãe";"Bradesco";"";1000;"";"100% Silvia"
2023-09-05;"Celular";"Celular";"Bradesco";"";52.38;"";"100% Silvia"
2023-09-06;"Pizza ";"Restaurantes";"C6";"";43;"";"100% Silvia"
2023-09-07;"Pedagio ";"Pedagio";"C6";"";35.3;"";"50/50"
2023-09-08;"Padaria guaruja ";"Padaria";"C6";"";31.5;"";"50/50"
2023-09-09;"Pizza ";"Restaurantes";"C6";"";43;"";"100% Silvia"
2023-09-09;"Pedagio ";"Pedagio";"C6";"";31.5;"";"50/50"
2023-09-09;"Padaria guaruja ";"Padaria";"C6";"";28.5;"";"50/50"
2023-09-13;"Tag ";"Pedagio";"C6";"";25;"";"50/50"
2023-09-15;"Net mae";"Net - mãe";"Bradesco";"";336.13;"";"100% Silvia"
2023-09-15;"Salario";"Salario";"Bradesco";"";12088;"";"100% Silvia"
2023-09-16;"Pizza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-09-18;"Enel ";"Energia";"C6";"";94.82;"";"50/50"
2023-09-18;"Farmacia";"Farmácia";"Bradesco";"";84.53;"";"100% Silvia"
2023-09-19;"Estacionamento ";"Estacionamento";"C6";"";15;"";"50/50"
2023-09-20;"Condominio ";"Condominio";"C6";"";783.56;"";"50/50"
2023-09-21;"Pizza ";"Restaurantes";"C6";"";43;"";"100% Silvia"
2023-09-21;"Estacionamento ";"Estacionamento";"C6";"";17;"";"50/50"
2023-09-23;"Restaurante ";"Restaurantes";"C6";"";78.59;"";"50/50"
2023-09-23;"Açougue ";"Açougue";"C6";"";76.8;"";"50/50"
2023-09-23;"Sacolao ";"Feira";"C6";"";63.46;"";"50/50"
2023-09-23;"Pizza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-09-24;"Almoço ";"Restaurantes";"C6";"";61.6;"";"50/50"
2023-09-25;"Estacionamento ";"Estacionamento";"C6";"";15;"";"50/50"
2023-09-26;"Gas ";"Gas";"C6";"";158.67;"";"50/50"
2023-09-29;"Convenio mae";"Convenio - mãe";"Bradesco";"";1000;"";"100% Silvia"
2023-09-29;"Salario";"Salario";"Bradesco";"";5688;"";"100% Silvia"
2023-09-30;"pizza ";"Restaurantes";"C6";"";43;"";"100% Silvia"
2023-10-05;"Celular";"Celular";"Bradesco";"";52.38;"";"100% Silvia"
2023-10-07;"Pizza ";"Restaurantes";"C6";"";63;"";"100% Silvia"
2023-10-08;"Estacionamento ";"Estacionamento";"C6";"";17;"";"50/50"
2023-10-13;"CNH";"Diversos";"Bradesco";"";124.06;"";"100% Silvia"
2023-10-13;"Salario";"Salario";"Bradesco";"";12088;"";"100% Silvia"
2023-10-16;"Net mae";"Net - mãe";"Bradesco";"";347.76;"";"100% Silvia"
2023-10-16;"Pizza";"Restaurantes";"Bradesco";"";63;"";"100% Silvia"
2023-10-19;"Enel ";"Energia";"C6";"";97.18;"";"50/50"
2023-10-19;"Estacionamento ";"Estacionamento";"C6";"";17;"";"50/50"
2023-10-20;"Condominio ";"Condominio";"C6";"";875.74;"";"50/50"
2023-10-20;"Pizza";"Restaurantes";"Bradesco";"";43;"";"100% Silvia"
2023-10-22;"Pizza ";"Restaurantes";"C6";"";52;"";"100% Silvia"
2023-10-25;"Credito nf paulista";"Rendimentos";"Bradesco";"";4.35;"";"100% Silvia"
2023-10-26;"Gas ";"Gas";"C6";"";115.12;"";"50/50"
2023-10-26;"Pedagio ";"Pedagio";"C6";"";29.2;"";"50/50"
2023-10-29;"Pedagio ";"Pedagio";"C6";"";33.2;"";"50/50"
2023-10-30;"Almoço ";"Restaurantes";"C6";"";94.1;"";"100% Silvia"
2023-10-30;"Pizza";"Restaurantes";"Bradesco";"";43;"";"100% Silvia"
2023-10-30;"Salario";"Salario";"Bradesco";"";6032;"";"100% Silvia"
2023-10-31;"Convenio mae";"Convenio - mãe";"Bradesco";"";1081;"";"100% Silvia"
2023-11-03;"Deposito Nelson ";"Deposito Nelson";"C6";"";1600;"";"50/50"
2023-11-06;"Pizza";"Restaurantes";"Bradesco";"";72;"";"100% Silvia"
2023-11-06;"Celular";"Celular";"Bradesco";"";52.38;"";"100% Silvia"
2023-11-06;"Pedagio ";"Pedagio";"C6";"";15;"";"50/50"
2023-11-11;"Pedagio ";"Pedagio";"C6";"";73.24;"";"50/50"
2023-11-13;"Pizza";"Restaurantes";"Bradesco";"";63;"";"100% Silvia"
2023-11-14;"Salario";"Salario";"Bradesco";"";12325;"";"100% Silvia"
2023-11-16;"Net mae";"Net - mãe";"Bradesco";"";347.76;"";"100% Silvia"
2023-11-19;"Estacionamento ";"Estacionamento";"C6";"";17;"";"50/50"
2023-11-20;"Condominio ";"Condominio";"C6";"";875.74;"";"50/50"
2023-11-20;"Estacionamento ";"Estacionamento";"C6";"";72;"";"50/50"
2023-11-21;"Enel ";"Energia";"C6";"";103.71;"";"50/50"
2023-11-21;"Pizza";"Restaurantes";"Bradesco";"";63;"";"100% Silvia"
2023-11-27;"Pizza";"Restaurantes";"Bradesco";"";63;"";"100% Silvia"
2023-11-28;"Gas ";"Gas";"C6";"";114.39;"";"50/50"
2023-11-30;"Convenio mae";"Convenio - mãe";"Bradesco";"";1080;"";"100% Silvia"
2023-11-30;"Salario";"Salario";"Bradesco";"";5795;"";"100% Silvia"
2023-12-04;"Presentes";"Presentes";"Bradesco";"";150;"";"100% Silvia"
2023-12-04;"Pizza";"Restaurantes";"Bradesco";"";63;"";"100% Silvia"
2023-12-05;"Celular";"Celular";"Bradesco";"";52.38;"";"100% Silvia"
2023-12-08;"Deposito Nelson ";"Deposito Nelson";"C6";"";1600;"";"50/50"
2023-12-11;"Aluguel";"Aluguel";"Nubank";"";1419.7;"";"50/50"
2023-12-14;"pizza ";"Restaurantes";"C6";"";43;"";"100% Silvia"
2023-12-15;"Net mae";"Net - mãe";"Bradesco";"";347.76;"";"100% Silvia"
2023-12-15;"Salario";"Salario";"Bradesco";"";6271;"";"100% Silvia"
2023-12-15;"Salario";"Salario";"Bradesco";"";12325;"";"100% Silvia"
2023-12-18;"enel ";"Energia";"C6";"";110.49;"";"50/50"
2023-12-18;"Pizza";"Restaurantes";"Bradesco";"";63;"";"100% Silvia"
2023-12-20;"condominio ";"Condominio";"C6";"";838.66;"";"50/50"
2023-12-26;"gas ";"Gas";"C6";"";79.61;"";"50/50"
2023-12-26;"Pizza";"Restaurantes";"Bradesco";"";65;"";"100% Silvia"
2023-12-27;"Pizza";"Restaurantes";"Bradesco";"";65;"";"100% Silvia"
2023-12-28;"Salario";"Salario";"Bradesco";"";5794;"";"100% Silvia"
2023-12-30;"estacionamento ";"Estacionamento";"C6";"";17;"";"50/50"
